activity,worldpop_population,alternative_population,geometry
0.179877365047836,641.2778157059473,73776.10254830762,"{""type"": ""Polygon"", ""coordinates"": [[[-85.78124999582845, 10.185187436780872], [-85.73730469053729, 10.185187448245195], [-85.73730469053729, 10.228437307668493], [-85.78124999582845, 10.228437275876871], [-85.78124999582845, 10.185187436780872]]]}"
0.244659955889529,416.01919226479896,72939.20557814192,"{""type"": ""Polygon"", ""coordinates"": [[[-85.78124999582845, 10.141931645785338], [-85.73730469053729, 10.141931724694366], [-85.73730469053729, 10.185187448245195], [-85.78124999582845, 10.185187436780872], [-85.78124999582845, 10.141931645785338]]]}"
0.358134308300037,490.1060693671013,40556.55427857204,"{""type"": ""Polygon"", ""coordinates"": [[[-85.78124999582845, 10.098670099345497], [-85.73730469053729, 10.098670162894472], [-85.73730469053729, 10.141931724694366], [-85.78124999582845, 10.141931645785338], [-85.78124999582845, 10.098670099345497]]]}"
0.501451415520638,351.8535635237599,19846.651653603934,"{""type"": ""Polygon"", ""coordinates"": [[[-85.78124999582845, 10.055402738336484], [-85.73730469053729, 10.0554027038562], [-85.73730469053729, 10.098670162894472], [-85.78124999582845, 10.098670099345497], [-85.78124999582845, 10.055402738336484]]]}"
0.271844011096981,639.1531937957247,60955.53406559073,"{""type"": ""Polygon"", ""coordinates"": [[[-85.73730469053729, 11.005904456618628], [-85.69335941151967, 11.005904490622756], [-85.69335941151967, 11.04903838654584], [-85.73730469053729, 11.049038306981142], [-85.73730469053729, 11.005904456618628]]]}"
0.0290742467482098,32.52335346495989,36564.131826892626,"{""type"": ""Polygon"", ""coordinates"": [[[-85.73730469053729, 10.962764223017139], [-85.69335941151967, 10.96276429989473], [-85.69335941151967, 11.005904490622756], [-85.73730469053729, 11.005904456618628], [-85.73730469053729, 10.962764223017139]]]}"
0.193887946364361,162.77203173120964,7900.277865198539,"{""type"": ""Polygon"", ""coordinates"": [[[-85.73730469053729, 10.919617798333876], [-85.69335941151967, 10.919617748430046], [-85.69335941151967, 10.96276429989473], [-85.73730469053729, 10.962764223017139], [-85.73730469053729, 10.919617798333876]]]}"
0.000314068986082817,8.153253234616098,9398.300608634956,"{""type"": ""Polygon"", ""coordinates"": [[[-85.73730469053729, 10.574222072128366], [-85.69335941151967, 10.57422204059667], [-85.69335941151967, 10.617418031216427], [-85.73730469053729, 10.617418041339274], [-85.73730469053729, 10.574222072128366]]]}"
0.258878951953453,657.9867646127065,183103.682552622,"{""type"": ""Polygon"", ""coordinates"": [[[-85.73730469053729, 10.487811907731599], [-85.69335941151967, 10.487811840760102], [-85.69335941151967, 10.531019969414464], [-85.73730469053729, 10.531020019897577], [-85.73730469053729, 10.487811907731599]]]}"
0.0854262020476122,1053.4360700182915,142630.43515200148,"{""type"": ""Polygon"", ""coordinates"": [[[-85.73730469053729, 10.401377511955912], [-85.69335941151967, 10.401377590444472], [-85.69335941151967, 10.444597763582825], [-85.73730469053729, 10.444597759022537], [-85.73730469053729, 10.401377511955912]]]}"
0.281244769352743,762.8559185762031,142424.10054053515,"{""type"": ""Polygon"", ""coordinates"": [[[-85.73730469053729, 10.358151361611437], [-85.69335941151967, 10.35815143095204], [-85.69335941151967, 10.401377590444472], [-85.73730469053729, 10.401377511955912], [-85.73730469053729, 10.358151361611437]]]}"
0.234684158256405,1211.983633558101,143153.05077068845,"{""type"": ""Polygon"", ""coordinates"": [[[-85.73730469053729, 10.314919246752368], [-85.69335941151967, 10.314919309429909], [-85.69335941151967, 10.35815143095204], [-85.73730469053729, 10.358151361611437], [-85.73730469053729, 10.314919246752368]]]}"
0.233354618849942,862.1748374623996,103053.79307859082,"{""type"": ""Polygon"", ""coordinates"": [[[-85.73730469053729, 10.271681192008009], [-85.69335941151967, 10.271681250512891], [-85.69335941151967, 10.314919309429909], [-85.73730469053729, 10.314919246752368], [-85.73730469053729, 10.271681192008009]]]}"
0.27143817760662,395.49174255755014,72933.25157040611,"{""type"": ""Polygon"", ""coordinates"": [[[-85.73730469053729, 10.185187448245195], [-85.69335941151967, 10.185187420589957], [-85.69335941151967, 10.228437279146952], [-85.73730469053729, 10.228437307668493], [-85.73730469053729, 10.185187448245195]]]}"
0.00753708433638415,140.41490628707643,29085.7925979652,"{""type"": ""Polygon"", ""coordinates"": [[[-85.73730469053729, 10.098670162894472], [-85.69335941151967, 10.09867014449827], [-85.69335941151967, 10.141931700412428], [-85.73730469053729, 10.141931724694366], [-85.73730469053729, 10.098670162894472]]]}"
0.165374502945082,118.62694165139804,21529.772926741967,"{""type"": ""Polygon"", ""coordinates"": [[[-85.73730469053729, 10.0554027038562], [-85.69335941151967, 10.055402779045517], [-85.69335941151967, 10.09867014449827], [-85.73730469053729, 10.098670162894472], [-85.73730469053729, 10.0554027038562]]]}"
0.430710530594716,185.3618601911354,21275.228564756067,"{""type"": ""Polygon"", ""coordinates"": [[[-85.73730469053729, 10.012129544493233], [-85.69335941151967, 10.012129545431542], [-85.69335941151967, 10.055402779045517], [-85.73730469053729, 10.0554027038562], [-85.73730469053729, 10.012129544493233]]]}"
0.0465245182299471,85.08527332015485,16494.624200226284,"{""type"": ""Polygon"", ""coordinates"": [[[-85.73730469053729, 9.968850626404556], [-85.69335941151967, 9.968850640798388], [-85.69335941151967, 10.012129545431542], [-85.73730469053729, 10.012129544493233], [-85.73730469053729, 9.968850626404556]]]}"
0.18975297383698,538.4995126445357,59332.131309098026,"{""type"": ""Polygon"", ""coordinates"": [[[-85.69335941151967, 11.005904490622756], [-85.64941407974733, 11.005904425388971], [-85.64941407974733, 11.049038345936244], [-85.69335941151967, 11.04903838654584], [-85.69335941151967, 11.005904490622756]]]}"
0.000292299699585854,117.24400838014543,51642.875451849155,"{""type"": ""Polygon"", ""coordinates"": [[[-85.69335941151967, 10.96276429989473], [-85.64941407974733, 10.96276429846838], [-85.64941407974733, 11.005904425388971], [-85.69335941151967, 11.005904490622756], [-85.69335941151967, 10.96276429989473]]]}"
0.653001000263951,374.8729338934756,10166.887813880408,"{""type"": ""Polygon"", ""coordinates"": [[[-85.69335941151967, 10.919617748430046], [-85.64941407974733, 10.919617727164095], [-85.64941407974733, 10.96276429846838], [-85.69335941151967, 10.96276429989473], [-85.69335941151967, 10.919617748430046]]]}"
0.0496732524106725,80.83941595457932,11945.477337799819,"{""type"": ""Polygon"", ""coordinates"": [[[-85.69335941151967, 10.790140736981039], [-85.64941407974733, 10.790140756591375], [-85.64941407974733, 10.833306021357544], [-85.69335941151967, 10.833305989139308], [-85.69335941151967, 10.790140736981039]]]}"
0.0086493160312838,24.2906712869584,5939.163341810189,"{""type"": ""Polygon"", ""coordinates"": [[[-85.69335941151967, 10.660607918490077], [-85.64941407974733, 10.660607914907843], [-85.64941407974733, 10.703791681644313], [-85.69335941151967, 10.703791679939815], [-85.69335941151967, 10.660607918490077]]]}"
0.281599596420105,137.2729799741624,15686.448030011765,"{""type"": ""Polygon"", ""coordinates"": [[[-85.69335941151967, 10.617418031216427], [-85.64941407974733, 10.617418110508261], [-85.64941407974733, 10.660607914907843], [-85.69335941151967, 10.660607918490077], [-85.69335941151967, 10.617418031216427]]]}"
0.229310933658954,898.05977742409,93425.37200850685,"{""type"": ""Polygon"", ""coordinates"": [[[-85.69335941151967, 10.57422204059667], [-85.64941407974733, 10.57422211947026], [-85.64941407974733, 10.617418110508261], [-85.69335941151967, 10.617418031216427], [-85.69335941151967, 10.57422204059667]]]}"
0.30792654923492,1826.3258663122267,183105.04386515904,"{""type"": ""Polygon"", ""coordinates"": [[[-85.69335941151967, 10.487811840760102], [-85.64941407974733, 10.487811840602037], [-85.64941407974733, 10.531020050332303], [-85.69335941151967, 10.531019969414464], [-85.69335941151967, 10.487811840760102]]]}"
0.00205405487673294,196.23810786689612,181870.31989770025,"{""type"": ""Polygon"", ""coordinates"": [[[-85.69335941151967, 10.444597763582825], [-85.64941407974733, 10.444597684899685], [-85.64941407974733, 10.487811840602037], [-85.69335941151967, 10.487811840760102], [-85.69335941151967, 10.444597763582825]]]}"
0.751159537411511,3191.3438962370747,150931.33614385288,"{""type"": ""Polygon"", ""coordinates"": [[[-85.69335941151967, 10.35815143095204], [-85.64941407974733, 10.358151373846788], [-85.64941407974733, 10.401377521307866], [-85.69335941151967, 10.401377590444472], [-85.69335941151967, 10.35815143095204]]]}"
0.714704091994039,810.9500595483129,188127.2605915145,"{""type"": ""Polygon"", ""coordinates"": [[[-85.69335941151967, 10.271681250512891], [-85.64941407974733, 10.271681224946665], [-85.64941407974733, 10.314919266846305], [-85.69335941151967, 10.314919309429909], [-85.69335941151967, 10.271681250512891]]]}"
0.198407497548478,269.69615566978837,72933.37249016856,"{""type"": ""Polygon"", ""coordinates"": [[[-85.69335941151967, 10.185187420589957], [-85.64941407974733, 10.185187436567341], [-85.64941407974733, 10.228437273099251], [-85.69335941151967, 10.228437279146952], [-85.69335941151967, 10.185187420589957]]]}"
0.319414293257335,121.96279878015906,22346.478277030626,"{""type"": ""Polygon"", ""coordinates"": [[[-85.69335941151967, 10.012129545431542], [-85.64941407974733, 10.012129589555036], [-85.64941407974733, 10.05540270584374], [-85.69335941151967, 10.055402779045517], [-85.69335941151967, 10.012129545431542]]]}"
0.35001873760968,1149.5938244274716,88007.37597513726,"{""type"": ""Polygon"", ""coordinates"": [[[-85.69335941151967, 9.968850640798388], [-85.64941407974733, 9.968850634513867], [-85.64941407974733, 10.012129589555036], [-85.69335941151967, 10.012129545431542], [-85.69335941151967, 9.968850640798388]]]}"
0.321032051830302,198.82021429427698,55075.35904605342,"{""type"": ""Polygon"", ""coordinates"": [[[-85.69335941151967, 9.882275501822262], [-85.64941407974733, 9.882275487611576], [-85.64941407974733, 9.925565953044629], [-85.69335941151967, 9.925565922062676], [-85.69335941151967, 9.882275501822262]]]}"
0.257574085443772,333.1205066793105,72445.79242743694,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 11.135287058716827], [-85.60546877220287, 11.135287084343986], [-85.60546877220287, 11.178401848765473], [-85.64941407974733, 11.17840189837768], [-85.64941407974733, 11.135287058716827]]]}"
0.158753289605105,327.5583680469616,69551.00800348175,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 11.092165868179901], [-85.60546877220287, 11.09216588522918], [-85.60546877220287, 11.135287084343986], [-85.64941407974733, 11.135287058716827], [-85.64941407974733, 11.092165868179901]]]}"
0.334840945042331,3872.2416862860605,69652.96443077529,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 11.049038345936244], [-85.60546877220287, 11.049038356808571], [-85.60546877220287, 11.09216588522918], [-85.64941407974733, 11.092165868179901], [-85.64941407974733, 11.049038345936244]]]}"
0.00113357155670933,385.74559594140044,69652.96330487865,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 11.005904425388971], [-85.60546877220287, 11.005904432495042], [-85.60546877220287, 11.049038356808571], [-85.64941407974733, 11.049038345936244], [-85.64941407974733, 11.005904425388971]]]}"
0.157167475756154,284.46018103700794,67531.13906364246,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 10.96276429846838], [-85.60546877220287, 10.96276421819563], [-85.60546877220287, 11.005904432495042], [-85.64941407974733, 11.005904425388971], [-85.64941407974733, 10.96276429846838]]]}"
0.107634684900267,236.85577092538867,19368.554781835246,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 10.919617727164095], [-85.60546877220287, 10.919617733979939], [-85.60546877220287, 10.96276421819563], [-85.64941407974733, 10.96276429846838], [-85.64941407974733, 10.919617727164095]]]}"
0.00548098566199868,61.78315037789884,10953.80286651686,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 10.833306021357544], [-85.60546877220287, 10.833305951673346], [-85.60546877220287, 10.876465000217172], [-85.64941407974733, 10.876464989914075], [-85.64941407974733, 10.833306021357544]]]}"
0.00362968507321733,81.00408667189375,18324.529632850725,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 10.790140756591375], [-85.60546877220287, 10.790140781165785], [-85.60546877220287, 10.833305951673346], [-85.64941407974733, 10.833306021357544], [-85.64941407974733, 10.790140756591375]]]}"
0.00552638396474431,76.10368388875874,19875.98373526033,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 10.746969302830147], [-85.60546877220287, 10.746969338199756], [-85.60546877220287, 10.790140781165785], [-85.64941407974733, 10.790140756591375], [-85.64941407974733, 10.746969302830147]]]}"
0.0464752468137708,91.48850479198288,19824.164040386004,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 10.703791681644313], [-85.60546877220287, 10.70379173025483], [-85.60546877220287, 10.746969338199756], [-85.64941407974733, 10.746969302830147], [-85.64941407974733, 10.703791681644313]]]}"
0.300334392994132,145.20801163342074,19875.983833387756,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 10.660607914907843], [-85.60546877220287, 10.660607979210509], [-85.60546877220287, 10.70379173025483], [-85.64941407974733, 10.703791681644313], [-85.64941407974733, 10.660607914907843]]]}"
0.244030602126974,153.70003745339667,48828.47886863411,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 10.617418110508261], [-85.60546877220287, 10.617418107250582], [-85.60546877220287, 10.660607979210509], [-85.64941407974733, 10.660607914907843], [-85.64941407974733, 10.617418110508261]]]}"
0.0138753911525248,810.9032429164822,199685.49215728586,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 10.57422211947026], [-85.60546877220287, 10.574222051198975], [-85.60546877220287, 10.617418107250582], [-85.64941407974733, 10.617418110508261], [-85.64941407974733, 10.57422211947026]]]}"
0.299617285819764,3158.886564864013,183090.40002800486,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 10.487811840602037], [-85.60546877220287, 10.487811906711567], [-85.60546877220287, 10.531020005220585], [-85.64941407974733, 10.531020050332303], [-85.64941407974733, 10.487811840602037]]]}"
0.254477620692464,984.0081542123473,174564.89440672676,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 10.444597684899685], [-85.60546877220287, 10.444597693537181], [-85.60546877220287, 10.487811906711567], [-85.64941407974733, 10.487811840602037], [-85.64941407974733, 10.444597684899685]]]}"
0.228578500066352,1042.7022150756673,154566.71446132302,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 10.401377521307866], [-85.60546877220287, 10.401377560541757], [-85.60546877220287, 10.444597693537181], [-85.64941407974733, 10.444597684899685], [-85.64941407974733, 10.401377521307866]]]}"
0.27331232051188,1673.7359108785208,154547.23500632454,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 10.358151373846788], [-85.60546877220287, 10.358151360705374], [-85.60546877220287, 10.401377560541757], [-85.64941407974733, 10.401377521307866], [-85.64941407974733, 10.358151373846788]]]}"
0.306930799823953,891.3554387620562,206898.86937303754,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 10.271681224946665], [-85.60546877220287, 10.271681200172102], [-85.60546877220287, 10.314919289327433], [-85.64941407974733, 10.314919266846305], [-85.64941407974733, 10.271681224946665]]]}"
0.0129892422426124,205.18250183842932,148885.42782291028,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 10.098670126851065], [-85.60546877220287, 10.098670109431016], [-85.60546877220287, 10.141931675197112], [-85.64941407974733, 10.141931655668847], [-85.64941407974733, 10.098670126851065]]]}"
0.393735689871348,1491.695984143266,130684.21050398536,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 9.968850634513867], [-85.60546877220287, 9.968850607037153], [-85.60546877220287, 10.012129591211654], [-85.64941407974733, 10.012129589555036], [-85.64941407974733, 9.968850634513867]]]}"
0.300866584321668,611.8486626839228,101870.4454146141,"{""type"": ""Polygon"", ""coordinates"": [[[-85.64941407974733, 9.882275487611576], [-85.60546877220287, 9.88227549476464], [-85.60546877220287, 9.9255658990637], [-85.64941407974733, 9.925565953044629], [-85.64941407974733, 9.882275487611576]]]}"
0.160320100806974,273.6221770933299,67168.35892446563,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 11.135287084343986], [-85.56152340842623, 11.13528711690477], [-85.56152340842623, 11.178401871455204], [-85.60546877220287, 11.178401848765473], [-85.60546877220287, 11.135287084343986]]]}"
0.257402174893666,233.78572642838245,33764.69559794592,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 11.09216588522918], [-85.56152340842623, 11.092165930065999], [-85.56152340842623, 11.13528711690477], [-85.60546877220287, 11.135287084343986], [-85.60546877220287, 11.09216588522918]]]}"
0.328956215365722,371.7164413521395,43292.13599477657,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 11.049038356808571], [-85.56152340842623, 11.049038330234115], [-85.56152340842623, 11.092165930065999], [-85.60546877220287, 11.09216588522918], [-85.60546877220287, 11.049038356808571]]]}"
0.52800759852985,85.02989062553675,14964.15298594307,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 10.833305951673346], [-85.56152340842623, 10.833305949122682], [-85.56152340842623, 10.87646497078163], [-85.60546877220287, 10.876465000217172], [-85.60546877220287, 10.833305951673346]]]}"
0.00380872997463047,111.85743653565353,19876.016947080567,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 10.660607979210509], [-85.56152340842623, 10.660607937168722], [-85.56152340842623, 10.703791737236145], [-85.60546877220287, 10.70379173025483], [-85.60546877220287, 10.660607979210509]]]}"
0.0361172753111262,202.0012834315354,20794.589234430616,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 10.617418107250582], [-85.56152340842623, 10.617418104428813], [-85.56152340842623, 10.660607937168722], [-85.60546877220287, 10.660607979210509], [-85.60546877220287, 10.617418107250582]]]}"
0.348738716202559,822.1564342971965,227927.42257300724,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 10.574222051198975], [-85.56152340842623, 10.57422209006908], [-85.56152340842623, 10.617418104428813], [-85.60546877220287, 10.617418107250582], [-85.60546877220287, 10.574222051198975]]]}"
0.462212153330152,3857.188120658521,315913.83614005306,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 10.487811906711567], [-85.56152340842623, 10.48781186522202], [-85.56152340842623, 10.531020002631092], [-85.60546877220287, 10.531020005220585], [-85.60546877220287, 10.487811906711567]]]}"
0.309595747091924,1274.5217626803646,198774.46010550746,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 10.444597693537181], [-85.56152340842623, 10.444597701256361], [-85.56152340842623, 10.48781186522202], [-85.60546877220287, 10.487811906711567], [-85.60546877220287, 10.444597693537181]]]}"
0.305007540816836,3426.074133478954,154716.84489680277,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 10.401377560541757], [-85.56152340842623, 10.401377534456726], [-85.56152340842623, 10.444597701256361], [-85.60546877220287, 10.444597693537181], [-85.60546877220287, 10.401377560541757]]]}"
0.298797436802119,1629.6852718203086,155086.17121196038,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 10.358151360705374], [-85.56152340842623, 10.358151388854564], [-85.56152340842623, 10.401377534456726], [-85.60546877220287, 10.401377560541757], [-85.60546877220287, 10.358151360705374]]]}"
0.448243428647089,985.46728527058,191500.20869161552,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 10.314919289327433], [-85.56152340842623, 10.314919288790938], [-85.56152340842623, 10.358151388854564], [-85.60546877220287, 10.358151360705374], [-85.60546877220287, 10.314919289327433]]]}"
0.394844368020235,3342.3928087910026,206898.5270903639,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 10.271681200172102], [-85.56152340842623, 10.27168125891728], [-85.56152340842623, 10.314919288790938], [-85.60546877220287, 10.314919289327433], [-85.60546877220287, 10.271681200172102]]]}"
0.375723084479875,793.3148836113949,206882.67049731055,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 10.18518741035031], [-85.56152340842623, 10.185187424610278], [-85.56152340842623, 10.228437238862865], [-85.60546877220287, 10.228437288995533], [-85.60546877220287, 10.18518741035031]]]}"
0.00340493392847173,201.8273659999318,206955.5803106269,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 10.055402739261195], [-85.56152340842623, 10.055402706355576], [-85.56152340842623, 10.098670089632149], [-85.60546877220287, 10.098670109431016], [-85.60546877220287, 10.055402739261195]]]}"
0.00509389878416905,401.95148098918725,178788.72266242807,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 10.012129591211654], [-85.56152340842623, 10.012129547821988], [-85.56152340842623, 10.055402706355576], [-85.60546877220287, 10.055402739261195], [-85.60546877220287, 10.012129591211654]]]}"
0.00260395298314228,310.4938806569751,141828.09936343902,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 9.968850607037153], [-85.56152340842623, 9.96885064087662], [-85.56152340842623, 10.012129547821988], [-85.60546877220287, 10.012129591211654], [-85.60546877220287, 9.968850607037153]]]}"
0.133049316191938,518.3449391863948,96382.53677644892,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 9.88227549476464], [-85.56152340842623, 9.882275520723418], [-85.56152340842623, 9.925565927643053], [-85.60546877220287, 9.9255658990637], [-85.60546877220287, 9.88227549476464]]]}"
0.0871289417070523,16.961285484596793,19706.307211154115,"{""type"": ""Polygon"", ""coordinates"": [[[-85.60546877220287, 9.838979336974836], [-85.56152340842623, 9.83897936296237], [-85.56152340842623, 9.882275520723418], [-85.60546877220287, 9.88227549476464], [-85.60546877220287, 9.838979336974836]]]}"
0.340013897029394,220.8833925491674,48212.74459579689,"{""type"": ""Polygon"", ""coordinates"": [[[-85.56152340842623, 11.13528711690477], [-85.51757814282048, 11.135287070809033], [-85.51757814282048, 11.17840188081191], [-85.56152340842623, 11.178401871455204], [-85.56152340842623, 11.13528711690477]]]}"
0.282475877640779,91.41520279531242,16488.73713797402,"{""type"": ""Polygon"", ""coordinates"": [[[-85.56152340842623, 11.092165930065999], [-85.51757814282048, 11.09216591713273], [-85.51757814282048, 11.135287070809033], [-85.56152340842623, 11.13528711690477], [-85.56152340842623, 11.092165930065999]]]}"
0.274030953776512,188.20834954094653,15453.202495879741,"{""type"": ""Polygon"", ""coordinates"": [[[-85.56152340842623, 11.049038330234115], [-85.51757814282048, 11.04903835287961], [-85.51757814282048, 11.09216591713273], [-85.56152340842623, 11.092165930065999], [-85.56152340842623, 11.049038330234115]]]}"
