activity,worldpop_population,ghsl_population_2025
150725.20497095634,2631.8968640193343,2200.6970027741045
1850.5510927771072,998.1115670241416,205.46725681610405
31098.708138544993,1574.3035375103354,965.0963567234576
37111.66749322831,2402.434517096728,2029.8073569089174
35528.19078036977,749.6687523797154,1064.3455342780799
6178.166467150465,924.2857031840831,706.0837282165885
9664.588204725344,993.5614177491516,1782.5293988790363
19447.902956074544,767.9514084793627,660.8091200469062
69065.5405780179,3024.6529114991426,4193.7837472828105
144974.13318826174,31760.68704282865,53162.41487192176
50319.15682725812,3304.45141287148,2351.8160797897726
124215.44045698192,2940.4747857116163,3048.1610245630145
16189.434112936884,2669.4100945293903,3199.2528000492603
100794.14057177633,14925.36881095171,20705.418532295153
121027.90734035164,6823.575369492173,7995.061559848487
8806.841492271235,2535.2487163525075,2537.9621769632213
43.19166626413569,1479.5605643559247,1587.5707993572578
33907.81853458,1199.7756875008345,1733.3004239741713
41514.661379140154,1146.4670824240893,2610.883507233113
128622.13835478724,3334.4894868843257,5524.440437896177
2740.102398581049,1023.7225100882351,469.89186010416597
16659.947202676507,828.1887576766312,822.129707464017
28988.0372506086,1482.9563569687307,1637.7925590258092
134258.0701363242,1544.0276983566582,1799.1008931659162
262164.2371524421,11322.955295000225,14022.52364529483
40822.525703753614,2471.244813375175,4747.5426879180595
11098.781279810362,2597.296406587586,816.8253387901932
10278.61927169771,599.5082336850464,688.9380987593904
26936.874616788526,1586.1910161711276,2304.4291420597583
199714.68278382663,2498.943422112614,2783.354504882358
403585.3426180182,5168.340229704976,7383.540239699185
127488.71686387324,2389.0907081309706,2871.3703329623677
27225.980881950018,632.7385547477752,487.22300881845877
36305.45172512876,459.1563412845135,778.4325070884079
117410.68175458208,1993.4635901004076,1455.322092317976
56761.79992630602,1371.7028836160898,1528.196919917129
31897.10768277724,555.1686397250742,310.29234529007226
45.56792794611638,635.0008800569922,91.63138912711293
7981.603982408022,646.356547087431,432.119181687478
1974.6401235858739,691.7891552895308,230.7534330850467
86229.82637260307,3314.069682534784,4013.5724812075496
339.72084889405505,537.871938098222,435.79315685201436
204.179830546155,439.3866407647729,44.67392322700471
20538.822288343417,604.6186337806284,377.4961217865348
90784.01126973513,1942.8255093991756,2666.1430711634457
212424.6303849984,2395.4156069867313,2592.6944151776843
107577.1476860983,2393.380812123418,2432.8751375325955
16919.97445822098,912.2956266961992,925.4722428619862
41157.44822548067,942.3176174145192,881.1761701703072
7194.667240846892,176.75528530403972,337.62877322081476
37801.512599576155,1410.8429903686047,832.9382349764928
165985.7638401928,1743.9101942367852,2021.2079412909225
9627.60610656492,1296.3929986059666,1318.5026625869796
133922.24668017024,1781.7912066839635,3555.061054878868
352053.232156827,4237.49934771657,6187.463840526529
29064.526152816714,764.4567879587412,969.0990188876167
46296.52647996974,2824.6419934406877,3586.38426309824
46246.37866336276,1268.9296270813793,1987.0453300774097
34650.98391721565,1413.7886049225926,2245.8067042692564
1773.4671511293689,909.1824218910187,263.14981865603477
102129.2445512471,1315.4999701920897,2383.842288477812
15310.723005747404,849.2524103745818,486.54420340433717
187878.85745831413,4143.843061327934,5120.7670193407685
12.996622668481866,1291.906316678971,672.1798945171759
34470.27525602789,1346.3719492927194,1375.57252145838
8781.91555247194,730.2648921869695,372.44504767423496
40692.82167229972,993.2832066081464,894.911539237015
93076.89223370004,3748.553448572755,5534.414047593251
2356.7760682426133,2143.364388566464,1697.4388534482569
7570.2820357852415,1047.1675618812442,631.0886084362864
31.596217575940805,1117.2985032666475,1274.5110237607732
580.3453108684488,338.2754112612456,229.14081818517298
693.5563308966961,538.0659782551229,358.9082336239517
50291.57133052923,15643.594927459955,21029.43771166168
4894.535214486448,2688.9964432269335,1652.921577555593
3128.180304097734,694.7574011236429,662.1410086965188
51711.87406608154,1751.417526036501,1805.647069497034
12154.756609759284,932.1065356433392,1275.6763589680195
41343.34149881156,952.9586890377104,760.6927864644676
40862.782112527086,2996.7452284134924,5113.649126261473
20120.318838173494,874.9081057757139,785.1723711066879
1484.4243174706162,1005.5163897164166,476.1089408118278
109373.56620633081,5031.407774310559,5716.851506862789
0.9895108324891138,1041.553028024733,705.3643255862407
281954.4160262557,3863.1431080959737,4816.210518889129
127311.41011069404,10736.088356778026,15067.20235376712
117813.77774488983,2945.2601365707815,2634.894268911332
161347.9065344462,2333.9829609338194,3176.733449432999
15927.743443060042,652.6038576820865,660.5367994401604
1860.097492266171,1340.8964125476778,1344.3140451563522
69605.56113369901,2618.2089424952865,1226.3079613498412
71887.81051247756,1334.8959225714207,1365.5467702001333
82126.04861919122,3776.156359054148,4037.5155276376754
41427.756276520464,1373.6434317454696,798.6694173375145
45259.91430702695,874.5564193502069,1912.5353778004646
37297.396455505725,318.9214684665203,559.1326153147966
23056.860764972163,1361.6379984468222,1751.6784935900941
114.47402270562132,495.6758458316326,86.05673358496279
37725.055889509065,1865.0642421282828,2143.9470423087478
73337.11764738984,1052.2448569573462,1255.9185521421023
1052.9412713542295,14.655884847044945,0.0
37474.02735484093,1936.4087982214987,736.6920938268304
68524.53122179024,3076.2700364366174,3428.4986405586824
166214.2804829024,4169.16988787055,3743.3647287236527
133480.7499611829,2410.904588780366,3185.1765785850585
11645.157794774943,258.4262522114441,23.083663444966078
137800.12184819177,2641.006096147001,3631.8870433652773
336036.1206265314,8850.4289749749,10463.318611400202
104622.79096362345,1009.1088691018522,1249.9664036529139
154320.57000197738,4407.960934218019,6906.254928781651
74948.15463446663,1936.6995711829513,1806.0028009014204
287194.2739450915,4320.00560452044,4373.27212280035
29414.296011811974,558.0076424218714,930.5989331775345
45994.803595360805,1160.70359890908,1404.7865253975615
139674.7092262478,2523.8555671982467,3643.973924466409
35719.63427966883,594.9297572933137,275.67415137123317
4.654423284615536,1004.4728375468403,137.15730297006667
29662.586929694397,746.2297588475049,1183.7431509252638
125231.24371358777,2124.7615227513015,1832.057269752957
360327.0956306086,4185.514997903258,6067.1990476008505
42784.01041925324,885.1198590509593,1462.9878541342914
58444.99344844442,1864.7543454794213,2162.262074775994
45524.353614428066,738.5786607451737,573.4607262876816
363354.33047618956,4529.212291911244,5754.8141215699725
24489.822975953062,2154.236477766186,1679.2566035124473
48473.79693913411,808.4218431375921,1081.0287353051826
165932.6505109884,2319.459576226771,3071.122894594446
304569.4358520821,4500.057641468942,7855.00906257052
438.7902790658457,13.905023340135813,0.0
13194.721183939697,186.16282239183784,52.53987089917064
82.92154425080628,10.749802097678185,5.234857365489006
3146.8413947534323,317.83162562176585,159.41132084280252
6677.917855416938,605.5115129146725,1006.9579441342503
21841.77302697515,1699.5910170450807,947.7788640409708
50392.6384940803,1801.0998166315258,2608.3379837116227
1202.1740930226545,915.9777200967073,1315.3688225755468
45561.39479244294,1422.879130244255,750.1115607209504
1983.4260803695431,1118.1875193417072,142.21179883601144
1781.0182758147184,638.9637205470353,332.210251478944
61286.61339068083,7152.413836397231,10692.70629396569
543399.8917987887,41831.0704517588,48494.043763240334
65307.90442128819,7788.33717097342,8328.911757206544
146080.8127044203,2340.7052782345563,2882.6234986521304
20678.91236203675,1518.8758895099163,1671.6498328112066
34604.22874474326,940.6492044366896,918.7175081940368
39329.23356938451,1133.0946517921984,1112.1200430924073
56086.4803158708,1058.5150515139103,1296.772454539314
86126.88371599378,2792.1808739192784,4073.544423880987
284405.2260914661,7834.834882430732,7457.109780777246
76955.19397411974,1199.4433988388628,1560.6774083864875
65566.23092289433,2657.2255547437817,2342.66348048253
2637910.732140858,41384.775281537324,51081.3349328218
196526.70368274572,9464.816862285137,7878.196895698784
71909.00348552839,1366.1415308229625,2057.8796212498564
2904.132829017103,407.701625213027,558.9146439759061
80526.69905022437,4241.35278955847,7101.123918397818
17571.02707504472,3788.0883925035596,1641.271637238562
109864.60779531357,1721.1416869908571,2311.4651480223984
65765.05348011207,3220.5592678785324,4256.545209953561
80598.91048778257,1737.2610820010304,2374.703653597273
71019.77406342347,975.7642457447946,1096.4495781362057
43004.250593346565,1332.5328912958503,1324.6220042817295
24335.79282665642,2058.9246212504804,1708.6637408062816
984855.5179971504,10766.300862967968,16359.389794712886
714171.7062418786,8763.514480650425,12426.720690360758
1238.7454125674692,755.3116918141022,234.18786040414125
110104.47636214379,1517.81785008125,1741.8573473943397
398152.7258406667,3747.153790194541,2817.6937678661197
163260.57144890496,7552.685096517205,7994.825244288659
340224.236228019,5208.247708650306,6523.839378583245
260128.4011349276,2731.1649045683444,4266.774609335698
340415.3068917972,5666.5160095356405,4705.435446448624
77479.04242921065,7177.093202613294,10706.103416144848
10176.346100622808,1684.16049714759,1378.5422076545656
72.62069716708874,1314.4553167372942,471.5492957215756
19180.70126381439,1543.2138102315366,618.6703323051333
110873.22460201633,1660.5954637378454,1758.4460665192455
575911.3110182027,5939.754749983549,13048.263779878616
55104.812944831705,3863.2893172875047,6691.175449303351
679371.1529024029,6020.2899359464645,6101.908960136585
748718.1904546171,8920.792923927307,14331.228254912421
33043.20028317745,1651.7975903265178,1696.1095688762143
163367.72600163848,3360.0238442346454,2810.2604906675406
3900478.5884103486,41795.67091090232,54657.86805699114
306737.8215629037,4681.809573940933,3803.6682985373773
567289.420237789,14721.580008119345,19018.1569490782
87478.64142677511,1488.4961017090827,1578.8307106974535
22375.828829446775,472.74004307202995,272.84817011933774
26774.145036597092,765.9669105168432,578.3521315082908
1553.9641148203286,1584.3500119838864,1043.7562540341169
58908.12983080969,518.3484083451331,1227.387803081423
6751.032704246958,1710.865284204483,797.4633000921458
4.404166838328319,1137.5490439906716,517.1175812780857
6501.8153537395465,1163.5580184012651,842.3258948456496
14437.052103344304,1540.723983194679,2334.771287538111
46578.45179239276,1618.8938619159162,1869.563894154504
51195.54323655496,3177.8546082675457,2350.9949038550258
121441.45500714218,6405.188828386366,7867.118717950303
1591024.4369873041,34641.83885896206,49162.314438472036
178266.49519660717,9423.249760691077,7735.828047155403
143780.84328877233,11647.126748859882,14278.161348524038
1591746.1089401892,54260.78434753418,63060.57720736647
944551.6008453037,35461.901990652084,42389.529118941864
49918.52312259568,4984.630306202918,5116.2780690579675
63587.0908079722,2108.587044008076,1863.5056880721822
1514.3424561275842,1599.1881880052388,927.5592690687627
32920.72536914404,1165.5861848592758,1767.9482071008533
8635.026862367062,1738.5141412764788,2551.1066523808986
69800.76065251752,1989.2038913220167,4380.574674752541
1949.3949918122562,1685.9091545939445,503.54250034317374
6826.108948051208,812.2938841581345,324.5587018877268
13890.61600048419,695.7415251657367,557.6066064145416
17894.691655705992,752.9895128570497,379.27833261713386
38536.28613464379,1531.9642118290067,778.3370391633362
213171.6970718704,6435.808476775885,4826.799787458032
662977.1411432168,11917.662170112133,11743.041483821347
772693.4441869046,15089.602997973561,22004.21520134341
491.6664380079509,1574.470154826995,83.94818364875391
362834.7048834629,3652.6266385503113,2591.5705834263936
5395792.239343989,60513.99050012231,74872.0782266981
2932906.8602630007,28400.933858782053,36030.280311590526
186544.90393098939,11958.434497073293,21395.367213698104
1722385.4405761124,22215.0545713529,28653.74104880169
156581.44999537602,1569.7647270150483,1057.6933986470103
35734.29798996962,1203.2743977420032,1394.5228615831584
78596.07491308056,3115.4741214103997,3926.515187183395
223044.4804723484,6035.922168076038,6725.747138481587
2747.8832534081976,1426.3410520032048,173.53080687485635
11358.58815066835,706.3683931939304,355.7930737938732
148454.42822386572,1766.8769520707428,1400.4229450300336
342392.05949026556,5980.710734918714,5646.40814047493
866055.1838665572,8932.133162423968,16042.729892824776
819745.5536217506,8770.421427711844,13105.68827733025
2568.004577141771,2540.478546006605,941.1804208834656
15246.285672741618,2166.415526121389,879.4734938568436
3164861.9442257797,35606.205250263214,41021.311425032094
25324944.34041015,160320.06605112553,347375.39562778594
1920169.641812191,60417.31118482351,89819.81527972547
1484149.6917917395,13855.806552112103,19801.85203198716
86160.75864745982,2150.214991591871,3540.008464950137
16414.382505204383,798.0756640695035,615.2565510990098
25637.347095460635,1784.339326493442,1418.7723286002874
154412.5377283651,2614.654204957187,3008.734503815882
2096.2038666588724,1834.632258016616,805.8053083326668
952.8683028424482,562.5703062918037,187.48554266057909
38675.78071314821,934.5402601920068,246.18540474027395
117398.04413573242,2915.9028600901365,1465.3663439154625
498505.0330461548,4630.973147474229,6026.607090319507
333867.56231731264,2968.2512002512813,5021.86665117275
31791.806988185108,1858.7481205346994,1933.7908365619369
189771.23445523382,2777.732696878724,4469.9810453131795
1661893.365054815,22853.325666330755,32713.8909732271
27066888.56946749,258710.94828665257,348038.3127463432
4967103.203641562,199502.66989535093,255252.56134156953
1017731.4214621948,16739.83503563702,17681.75789376069
521443.2784254727,9202.265146976337,9988.343955877237
234368.30477583111,1753.605258723721,2644.417153579183
374001.1877037971,6343.321984104812,8424.031769462861
524913.5730917304,11819.300135202706,16277.1630755933
930.3707314400042,912.1982708591968,126.10547439940274
1568.4334262353548,215.70031109452248,24.523972829803824
7419.972253381699,572.4607737790793,604.5926251597703
21959.74477293464,1479.7916159518063,1625.818118756637
398337.6900313881,4703.230222702026,9560.047672282904
5.096835999573442,1025.354287005961,201.99332117289305
220891.7652969187,5678.893644225784,4090.856772434432
14225832.913192244,165696.82458919287,201974.39581099432
16950967.82466611,506206.0274515152,680225.8494847487
9730754.336218169,140992.43392995,178684.24740566453
2024922.687597473,18483.06883853674,28380.912815018557
1341823.6371837766,12803.265893951058,18706.603554993868
24674.12650935987,1388.7207109034061,750.1436659051105
133884.56712633054,3217.913078162819,4236.287323503755
35806.242128824684,3514.722134552896,1998.3581538777798
7147.543658418823,751.912791473791,727.3106341902167
1122.3544044393743,1807.6097649000585,1193.8152475394309
111702.22254315601,4190.225059889257,5244.881831109524
241957.1036098022,7092.365211956203,8569.931256227195
285383.62572655623,3710.3820366300642,6267.4917099922895
11921.313434494181,1562.6178233548999,1370.9805594421923
968.390384781775,656.5782572813332,10.443850443465635
16.271043116586856,1219.9722114196047,14.709261178970337
376941.6921774336,54556.23271460086,74927.264980698
1330570.7766193796,168037.39308983088,197543.1281606895
1890230.8196661486,62714.94175747037,69129.61365344469
289202.34698415967,6413.724314901978,8881.457706106827
268965.7956115352,10527.666235063225,15238.0396165587
18193.79323848096,870.2879689689726,338.0789549429901
15777.119162126663,923.0826873704791,1646.0142668839544
1425.5528475350661,808.8741365857422,468.3282058108598
4067.8489895945245,941.1009905226529,843.061487192288
53841.19068998519,3866.375534556806,2573.4111891388893
93513.44251146902,3838.6094641834497,3797.5616292124614
781569.7180782165,8914.235630497336,13275.243325967342
391564.2310738483,6845.87148244679,7746.295500454493
415802.93204506487,3832.741002107039,2129.6861920803785
18260.004233909127,1631.2302462905645,233.49095014855266
1124918.2314460366,31542.038316030055,32980.08915785188
11971887.0028489,143161.49410450459,175909.2321848087
840549.4713969198,3150.0629255212843,3744.9732519146055
152927.5972066454,1348.5203674118966,3669.369898090139
3700.293049575417,341.3631327934563,235.74050231883302
477.16781073921686,432.16765500977635,63.99186625937
730.3112832085494,507.1603842675686,357.86920726438984
32186.73188564014,1153.9179297517985,1773.6806717137806
24190.365969272636,354.409615367651,647.851279518567
1.048979436887563,8.137060021981597,1.6529939975589514
4310.664277561024,375.5650583412498,173.15623324736953
6158.797175782299,584.0883423630148,749.8515724977478
4318.805778996219,1586.4934546351433,923.9065057681873
207837.17336474216,4338.839472278953,4072.0179338641465
758068.5407396063,7445.226989597082,7140.958720088936
592165.0965858616,14724.557903259993,21689.29878693912
2746675.3398427246,30871.8589861542,40637.80505123176
37275.35951035971,1068.3975040204823,256.1431927504018
134579.2434684196,1080.8831557109952,586.8075155979022
545873.3795862545,17192.706253528595,21203.445261625107
1668396.2082235296,16170.489450421184,17385.786881069187
53601.07759301055,3348.219496753067,3149.2304265992716
42322.709030837694,512.9498715028167,300.7196179609746
36798.480067359036,764.4430963769555,1001.3103373954073
104999.7994420587,1165.4550081323832,1795.1093758228235
22241.160249971053,1487.610319841653,1975.957512145862
82164.9271033831,1014.6598776709288,1390.0414837659337
20381.018330749706,66.82710328698158,7.26606485247612
3.5294982584863135,400.51409952156246,2870.511289348826
0.09986928604545238,414.92324061505497,346.119766516611
465.4957335548584,232.3944223485887,12.399589732289314
1306.7710849345592,237.81780469231308,188.03261936083436
19051.20220507762,1604.196091355756,1101.6232918594033
506587.0765591297,8453.783498764038,7860.121136962436
1635634.6437050323,25211.924348533154,34978.85830080975
655190.8848807464,12526.942325800657,13462.119265465066
762915.8710357698,15728.44264511019,23425.39990418218
106.4562983520889,840.4839504137635,97.60451283864677
164823.4756689855,1956.2653483077884,2229.2438873825595
1125690.3573912282,31420.898296386003,40206.96866065636
739982.8867590955,8321.59633821249,8747.882153603248
5631.87740205448,519.8221562355757,128.33807911071926
2692.50166366818,402.3699598181993,288.3045881660655
188371.80731187898,1279.64893161878,963.855005605612
2835154.1821155157,36826.997365772724,48379.95730421692
1144339.5114201303,28054.179363317788,28576.64587926073
74631.11805094569,2247.997697772458,1288.8033601096831
75041.60129784883,2604.2344912588596,2468.182062510401
6315.2088741714415,36.51792286336422,7.5213186903856695
5281.839029241814,49.36510017327964,63.719955476000905
1018.3904944451381,147.86749249696732,85.12235605530441
290.629106566811,101.2439012080431,75.50886036083102
4828.188060957924,1493.631168961525,854.2929469626397
262091.2806628177,5494.009221799672,4660.2078421115875
151804.5527702609,5654.323419354856,6098.271305872127
128134.59110930828,9360.705377489328,12702.95554334484
258815.40400830726,8398.14881515503,10823.38955843728
291227.7165204673,5937.512275215238,5096.895043629222
66914.41426656963,2831.980017017573,3330.539825857617
49296.54692217939,10950.283326879144,9584.408469312824
186717.573596497,8028.635282620788,8107.213379197754
75892.89111162678,1764.5483575314283,2844.76728668157
239353.19361496263,5480.767329182476,6376.799535632599
179400.3430062269,17894.208277098835,17598.80976047134
269357.99094097636,8550.732862919569,9421.5900765853
69944.13833137137,2383.591845139861,2727.850661261007
46285.564454435866,2249.10576325655,3104.211583177559
2.646941863870846,91.69322269037366,49.49418986402452
1987.251065507735,261.5659259799868,653.7340474054217
2655.9679355509656,12.90730171278119,8.431432127952576
56.58644424944103,63.5998300742358,27.863292269408703
5212.697345337531,136.32350492104888,525.1450331956148
12356.119386118276,381.3785115201026,1384.9672265201807
10615.063521875718,310.5965237505734,85.49596810340881
34660.81055670713,779.0336507931352,644.5055419020355
106879.38166827874,4243.818008936942,3282.8527452787384
326121.69390067196,4415.616321921349,3493.0864418353885
1765158.193890536,23617.50651575625,32383.23353534192
54945.77673951033,1512.7265417631716,2341.7436658535153
58579.26275150574,1929.7386816162616,2081.497401208617
193804.59911324817,3754.541227430105,4732.185711050406
3106.034253002887,375.6367699280381,389.50791004672647
79300.02220600517,739.6286426056176,49.46856465563178
158.88906122954748,828.6363751254976,56.53233435191214
110447.72496194122,6640.005949005485,9957.416146239266
286035.6454117715,4965.575189165771,6109.344859297387
184272.96021538333,2916.523999080062,4228.08385289181
42335.193437496695,1196.23000510782,1227.0669322563335
71360.94459200103,5563.678361782804,5806.258573519066
11179.446021926327,423.008842818439,378.0305149201304
8314.56174505619,239.5665280278772,159.94879168272018
696.3523863022896,310.03622606396675,364.4828826636076
1667.002193024497,266.90689125843346,278.7859282884747
375.36323890254414,246.02152428030968,0.0
45.068089392016525,13.878049563616514,0.0
1040.880075162336,248.10424523055553,139.896017273888
2.4414128549685854,1346.3723206184804,563.1107161352411
338017.28835670114,5033.759948655963,3833.8463467080146
863097.7348907901,6292.241029001772,6984.604341857135
4.836878265131301,724.7639229930937,131.9407074181363
3.4341138757441403,264.43046320043504,57.28214634768665
23570.257824985798,707.4146346468478,1939.8432557210326
22786.53483896694,382.32724009267986,641.0993792135268
1013.0739115895838,401.91086125560105,190.45652579329908
16.53119397766931,943.7750027980655,863.7210429077968
120279.48782223964,2318.141001455486,3457.5586619423702
105921.04401005481,2008.103995166719,1807.0752931218594
38040.18999852404,1049.2441108375788,1382.8453636057675
64319.667952639924,5741.273936014622,8007.35224218294
68286.98830558076,1639.3878635466099,2203.751729751937
26490.028454679956,287.17368382029235,547.8311620177701
69671.72489079498,2180.759174549952,3632.4931096956134
24786.411220777307,597.2744695991278,245.19116961676627
323.25930495210133,424.7788408063352,62.0134336380288
1248.5532718990542,47.8280725479126,19.593466814607382
111424.67902302925,3178.1551310941577,3312.237236842513
1055090.4867130285,14091.81669139862,17539.054525390267
41331.294572159175,2292.4800939895213,1778.875278064981
998.2351309651746,353.5797120202333,304.16022889874876
10172.135588362105,593.7072002086788,541.8359645474702
50.2674453343835,259.0403095204383,0.5012717247009277
55684.61199168137,1805.7616220004857,1452.8589693941176
532177.3891604366,13284.266054593027,19274.118849776685
44589.76133249689,1280.754003699869,2013.4728898257017
14603.37659308805,1840.8458230420947,1873.3439166489989
59783.83488406849,1328.1242580674589,1789.9825583435595
27934.10437254433,417.0564131811261,453.11833188775927
126.57967215946542,94.96449009142816,45.058369969949126
111188.46990022382,2215.3488342799246,2110.3034285260364
69.48988586764189,42.2396621145308,20.41182667762041
52634.67127307324,6062.848134815693,9674.866596112028
86744.51762089634,7372.736834675074,9898.670752674341
21653.561933243716,1327.3070820122957,1693.2157246964052
5407.798425312902,3539.1492370590568,2639.7829946111888
16822.69806223202,1463.2356448955834,1612.6299386303872
13033.858981184409,1458.9601736702025,806.5735736563802
0.861197320924023,878.3919107206166,754.1928851865232
38763.24657840346,1880.0422304347157,2577.031979005784
7.4928406574847015,503.5682289339602,33.91935354471207
11124.96455925066,2609.6761702895164,3756.8033347493038
3688.3469954967886,235.75666701048613,321.0227087624371
701.4568965219225,126.03035135939717,249.06582731287926
43970.9246682013,1573.2088285163045,1279.916071088519
277121.22755729407,5379.935747973621,4943.519037606195
7.378012187313248,963.5342140365392,699.2800472229719
542.9544244098273,398.3827969580889,19.13430093228817
1.0083773479978368,222.58761885389686,0.0
608.681238917333,431.08845020085573,119.26070345938206
43565.04317496071,1313.9654326215386,1820.2258865861222
62111.82193453748,1237.5043062493205,1665.4098008573055
23139.962782007122,1440.6826307959855,1618.2125218566507
37698.13778190666,799.6768979765475,1322.9003061261028
29834.43948114448,894.5678668431938,526.710666407831
90656.63898299722,1685.414407208562,1698.5390220116824
61609.82542959805,4818.679126568139,5018.633106198162
209.4183239899084,61.394386660307646,283.126008938998
1216881.7578412734,26443.04248727113,17122.191375828814
38724.910811506816,3060.3600610643625,1999.0839077555574
4300.560273228834,497.3589738160372,66.15851231664419
10120.07069194822,756.666849963367,1106.4476542659104
88.18270403511973,513.9653534516692,533.9528042674065
5338.614405825371,450.891544835642,165.70357479527593
42659.74330294413,961.5138426609337,1298.1854310669005
6302.676324463516,994.1950380392373,1220.7401736904867
56509.991502425044,1427.414886455983,1575.5447981897742
24802.365703504984,779.9072209857404,823.3764384053648
138562.79499357461,6086.354069776833,8207.80652503483
92929.29549389871,4172.533473730087,7709.961573140696
79302.57879104672,1041.5728647485375,1398.4231352908537
100900.38271102769,1280.9940886609256,1459.7007662439719
37793.354450533225,768.3452706634998,1246.9800038281828
1221557.3071755907,30989.921098172665,50250.34685197985
51783.811114555945,4412.8072654008865,5122.682375395205
147488.56701083237,2344.2407588474452,2640.5280223935843
154656.5490184174,2640.296022847295,3539.278303604573
35868.01468591713,1251.1578093096614,1705.7085219062865
40532.64213219956,1152.130659904331,2703.840263603255
14749.478655288967,318.2780749425292,1141.6204237043858
25191.455118509843,586.1038178149611,534.6100978050381
19989.32578470587,1435.3510836400092,1698.1784914778545
138040.76085217838,2749.466296626255,2600.891928181518
229402.81231977494,4873.094702877104,5858.541182725225
187613.48210236127,2397.9745461046696,2056.282236547675
191313.14173092024,4367.842842712998,5332.921341103502
6666.957687714569,1335.2915388531983,1621.9405573522672
233431.5837290283,3683.1121777668595,4820.545647541992
39729.69017659225,1556.0964797511697,2468.2194191142917
68838.99005250432,3697.131362117827,6217.850015719421
130.67476106790332,1184.5865539871156,1045.7970695700496
48508.133244641314,2922.004404526204,3818.9826814290136
3594.3155342940554,920.2256311438978,2890.4451012536883
18301.82140080641,999.1459147352725,1476.263354881201
98790.65886536535,4642.552810788155,5000.102340726182
195639.23945149046,10199.204854622483,11583.69854318723
162189.2118182578,5187.427116475999,6004.244820020162
96666.4906453545,10546.578163266182,13577.412034230307
37775.66704978014,2741.219124019146,1242.1857452094555
67644.26634268228,7540.103445917368,8246.678343141451
84.07054641311241,315.54416547343135,198.80436420906335
141375.13229105176,1887.6092203333974,2314.040304024704
233025.78903906897,4572.653513662517,5961.545505543239
141.78621621498223,1522.2607767339796,849.118980627507
165076.84777720028,3533.315046992153,3737.4057949841954
76688.15116229201,7945.601477444172,9262.913778616581
0.38490033056359485,3424.1116060763597,4590.759163998999
61342.366006606935,2275.1456113159657,1639.23918428272
399340.6915556785,18603.07201628387,22196.97344585508
84114.41272037874,13097.723298192024,14733.39761232119
