tile_id,worldpop_population,ghsl_population_2025
118,1032.4118689894676,1402.375487783458
119,96967.64827108383,122954.73633615905
120,416.45522637851536,288.47841629525647
121,887.1546349897981,980.9073883146048
122,1202.6954453643411,885.8059912137687
123,36606.2615839839,48186.13965619169
124,3992.8168027698994,2330.9416512185708
125,168949.1682691574,222707.5227373112
126,2199.371253579855,2655.3164945961908
127,1135.0345113128424,1326.2988835107535
128,1145.929250098765,1502.182806272991
129,33143.52883756161,41760.47204953525
130,4412.830815419555,1718.0096696233377
131,403.53676625341177,196.18145290855318
132,109.77399357408285,27.22453997284174
133,29606.96651393175,53649.83996959496
134,396.64856079779565,258.35267170425504
135,1046.265787385404,717.1133142113686
136,491.42045547254384,651.8338286783546
137,180.89319356903434,121.08886027429253
138,6849.992289237678,7232.907681136392
139,173.69361799955368,827.4853280577809
140,1068.2727210596204,984.3364022159949
141,4932.772194974124,6109.668099886738
142,483.82524349913,698.8937170878053
143,419.0156652443111,822.0880363346078
144,2565.7599240392447,3351.131033300422
145,3506.0863305330276,4271.191562308464
146,495.4133604578674,742.0742323696613
147,452.21905042789876,663.1488755093887
148,1981.0421682745218,2670.9788892408833
149,908.7088898569345,1066.6443029311486
150,19191.55443906784,18929.660921242088
151,268.68676396273077,367.21779310982674
152,3689.065899439156,4457.2472931747325
153,882.5477492511272,1145.0075362930074
154,943.1467689648271,1069.787296952214
155,1578.042721427977,2158.774849783629
156,3284.9165622740984,1308.7134922593832
157,273.41551004722714,665.7986251586117
158,474.13310147449374,848.3234236128628
159,2648.7260338515043,1871.368884420488
160,3794.4023394957185,3747.708831753116
161,760.5098645761609,1289.6707332385704
162,242.92321273311973,218.0317809395492
163,23063.578737407923,30130.200008717366
164,606.8350461479276,1095.5215508244
165,525.3545645214617,374.8458634451963
166,320.9664739333093,291.5910599748604
167,3092.2315977811813,3364.793588405475
168,1937.8644123226404,2496.161322562024
169,2070.81632424891,1483.9347948571667
170,654.0276628322899,515.2248575934209
171,736.9756247550249,195.48270724061877
172,21778.48885023594,30097.180964767
173,1056.3641126453876,1143.951138569042
174,1432.9983302354813,1449.413591501303
175,977.483625203371,1089.171475236304
176,4070.1502199321985,5563.1871829023585
177,8845.894313693047,9070.389040628448
178,10513.245909139514,17279.161848416552
179,4459.176382884383,7044.962348619476
180,52318.67720031738,114790.72975469241
181,6627.523667275906,16334.543802979402
182,1022.4135579913855,1765.5729802288115
183,26863.711573660374,43145.59235229995
184,1207.3689202442765,854.5806970684789
185,64000.05742561817,106860.18812310416
186,5291.8891071379185,5060.120100254193
187,10657.822384655476,12981.080394483637
188,7942.064150601625,8871.095789728686
189,1920.3650553151965,2075.161514717154
190,2505.436985000968,1972.9533965587616
191,2446.4774383604527,2572.877221023664
192,2327.5823973715305,2072.2881520977244
193,1934.1111952513456,1805.338046693243
194,3979.4350432157516,3072.3673800164834
195,3654.64427575469,3888.7936884127557
196,4892.384133279324,6607.651728704572
197,3073.490863889456,2521.884678034112
198,655.5616009365767,1069.4535102080554
199,1596.036534421146,1273.1796394791454
200,143.84016430936754,130.47265157103539
201,7104.27132755518,14897.874237533659
202,2207.2095075547695,2776.3948452780023
203,859.4750416129827,335.89116585440934
204,1039.1577518507838,983.3936940096319
205,4246.339586079121,5328.12403542269
206,442.3954471312463,157.68838802259415
207,139.19889649003744,129.7914941869676
208,1018.2456132024527,649.7086770227179
209,23775.785799384117,32220.258168047294
210,1646.799375206232,1834.3742517828941
211,133.88054657168686,844.0459810402244
212,10805.300197526813,16830.87004591897
213,3960.1382294744253,3657.6765748923644
214,430.7585007958114,210.4168663341552
215,3447.670182913542,3462.2219804758206
216,656.7283903211355,446.329537701793
217,2304.030996710062,2442.9994633561
218,36.96652808226645,31.418648244813085
219,15316.684455275536,24048.501191930845
220,266.2593637481332,131.52952050231397
221,510.177509739995,405.9155010180548
222,409.2777185626328,589.6080521605909
223,986.2820664644241,1893.9253491563722
224,1521.819753602147,1059.4872507154942
225,1065.5736458562315,1040.737525055185
226,289.99248822778463,281.54575512744486
227,454.9033676534891,368.42586534749717
228,1439.8790539354086,1306.6870711157098
229,512.7613075301051,466.77214885503054
230,1742.9592238664627,1290.467288263142
231,9082.959641098976,15099.919095292687
232,6935.948370590806,8452.10490598157
233,1334.0669567510486,1650.9033222105354
234,3890.8250031247735,3891.146649011411
235,683.6766782440245,667.1662778351456
236,1590.4444909840822,1215.5681945979595
237,1483.808793693781,1003.1657975204289
238,2505.9192512333393,2377.706511700526
239,662.129379235208,1163.4152290299535
240,1588.5708981603384,1218.758843837306
241,2362.024375975132,3677.4288393445313
242,5249.655642926693,11853.263634065166
243,3235.9854123666883,5467.833375163376
244,2032.6953312903643,2107.506890804507
245,3628.1428246982396,3944.2244262304157
246,1174.0718716830015,2302.1659217905253
247,253.19505429267883,143.71450644172728
248,462.75722297653556,357.54670222103596
249,372.2389545328915,900.4048607386649
250,1741.8216948062181,1732.0999640747905
251,644.3298822268844,518.1731549650431
252,1057.8660061433911,784.8934766780585
253,689.1905804462731,1008.6199282389134
254,1127.3172787427902,1225.784357340075
255,997.9241526275873,1255.3932842230424
256,414.03796814754605,360.27933858241886
257,521.6024897918105,774.8578067775816
258,119.8755625039339,233.26483047567308
259,20753.996934756637,21996.678526301403
260,35169.534667134285,48342.45867107855
261,3961.6102790385485,6465.869265206158
262,694.6978806592524,829.1964836549014
263,123.07093372382224,241.14110787026584
264,6056.919352591038,8902.00233716704
265,1251.4228397458792,1220.1772445617244
266,2740.5358284413815,2996.1497208531946
267,5557.885008826852,8024.850095525384
268,187.76141341775656,889.4130059573799
269,2346.053460739553,2104.9773115683347
270,3337.0201372802258,2323.3182339612395
271,2606.931399911642,2119.7608179356903
272,943.6962449587882,1990.8260106472299
273,510.1856868378818,474.6826778277755
274,408.9282329380512,671.7087003332563
275,80.4949346985668,335.963044160977
276,567.9597479104996,912.3240449428558
277,946.5364986658096,1351.9252695897594
278,371.1950765103102,222.14530534250662
279,513.4897613450885,819.9249956998974
280,2761.4820060133934,3813.4390734890476
281,368.92571124807,432.3196977712214
282,715.1594154685736,1333.143494632095
283,6764.098786041141,10446.291379621252
284,312.6703878119588,959.6606344468892
285,840.8975147157907,982.321722637862
286,958.9941465258598,739.0689922734164
287,48.08291858807206,60.03432703949511
288,787.0401802659035,1046.5119161466137
289,1075.6673525087535,1038.9330805316567
290,7134.552376221865,9127.975485575385
291,833.8258460648358,1211.4231951981783
292,402.8688075710088,641.8692414630204
293,192.42858745716512,216.91633073147386
294,700.05329092592,613.3263792800717
295,972.140448641032,1089.7342514418997
296,1110.0733515433967,1415.1440063063055
297,1276.4579130262136,1032.4137610998005
298,639.67505261302,881.9564366461709
299,469.3299220614135,526.055240882095
300,151.10315484553576,265.57505708374083
301,721.598653556779,629.720992628485
302,166.78551440685987,46.4091390282847
303,298.2665343694389,287.9316420839168
304,582.6589958705008,420.29733502306044
305,1705.1150578558445,2298.7043208270334
306,133.20370215177536,389.4827046096325
307,853.9762687534094,988.2488963445649
308,471.5281370691955,810.5749372541904
309,2023.5821229368448,2321.0442520030774
310,17473.923969864845,22236.576046598144
311,8705.830427840352,8860.796151428483
312,95232.13035082817,116594.55892458232
313,11298.352736234665,12827.236948736012
314,9330.661727845669,8905.658896118402
315,1021.0675951689482,737.0083461776376
316,1412.0855509787798,853.7923653814942
317,799.6394891887903,681.063610942103
318,2295.2591872811317,4249.723622519523
319,2992.36275061965,1702.5749592622742
320,370.24835547059774,612.4744020495564
321,721.1369431354105,1325.055276216939
322,655.7930576466024,728.4639290054329
323,10730.903780154884,16970.530267794617
324,332.975770406425,368.7403301233426
325,992.7717315256596,1140.6823750985786
326,885.337513834238,1874.558032386005
327,415.6160728260875,649.0151319298893
328,611.3625089228153,921.3145271707326
329,273.8001439124346,303.59160398878157
330,467.794565949589,770.2447303626686
331,348.15316911786795,363.6995887309313
332,543.6965240426362,476.10399772040546
333,1618.0623106062412,1951.9317333996296
334,2461.233724936843,2463.350938303396
335,7154.430906653404,4772.792408789508
336,2007.4034031182528,2818.4261263068765
337,880.8612458445132,745.545674469322
338,5125.797576278448,6933.42663918063
339,19383.551097035408,27624.892480629496
340,597.3409564755857,830.4099602252245
341,476.86660090461373,427.2277740845457
342,391.4870916195214,1563.9713936764747
343,351.0262239985168,479.08131634630263
344,665.7342978864908,1111.4326289510354
345,257.3757590316236,391.8054232522845
346,1677.6927889361978,819.8600161764771
347,616.8802921287715,747.5150947030634
348,302.9295546133071,264.8077485989779
349,460.5065132342279,591.4382379576564
350,1222.6328985616565,2525.8892891639844
351,212.54841494746506,156.15271905297413
352,1257.116909891367,2065.7021439876407
353,2517.5146026313305,3707.812576396391
354,907.3594933524728,2629.7544115185738
355,582.3257826603949,588.5184493288398
356,892.9803991653025,181.42922111041844
357,2530.996106132865,2556.061351594515
358,5098.894479751587,3709.9951967503875
359,1124.6244446858764,1359.612683271058
360,385.6429989375174,402.26461817743257
361,521.7048713229597,559.5365602178499
362,1453.6459888219833,1171.135587323457
363,742.704203389585,966.0960895647295
364,644.3131585121155,584.1400692630559
365,612.8836538419127,930.9179658256471
366,206.690468929708,425.706446249038
367,522.8493426404893,404.81091636791825
368,343.2193755172193,516.085993620567
369,619.9580481275916,629.1463131122291
370,2546.824512474239,4167.245053354651
371,859.1382161974907,1465.0532265519723
372,10538.808958604932,15431.130504716188
373,1115.1546580903232,1450.2782454648986
374,866.7198506239802,1558.3659369098023
375,220.43678804673254,226.6021676408127
376,200.3593372683972,418.3252472905442
377,3510.7400739192963,3884.988959280774
378,18004.28238415718,20480.832231222652
379,4880.615010030568,4955.188697242644
380,3256.5203984230757,5776.491514192894
381,2077.924849458039,3407.2676436565816
382,2778.5953271985054,4377.722353784367
383,728.781439948827,497.5272438265383
384,3494.722431562841,5308.639658518136
385,2435.4899675399065,2787.0179046671838
386,472.4083211235702,1196.127609912306
387,1500.3626444116235,101.23654393758625
388,217.56612908653915,259.8079853542149
389,2822.3380720317364,3339.791361929849
390,4967.251603126526,7015.658432239667
391,7585.322658568621,9006.99995341152
392,5280.825782164931,8759.401261337101
393,259.5738786570728,287.85643313545734
394,202.66783963516355,359.9703828319907
395,1783.0039506554604,2581.4020624523982
396,232.72595088928938,318.11397331394255
397,162.92937555909157,103.60099009983242
398,615.10471454449,1132.9434127155691
399,2233.5272002629936,710.6945519279689
400,833.4585409201682,832.3959260806441
401,1724.2858935147524,1474.3312823008746
402,402.3906902112067,517.9119685934857
403,1656.8552580624819,2169.1038468787447
404,1500.626815199852,872.768533822149
405,3242.0775147378445,3446.770529601723
406,1819.666634991765,1702.1532666860148
407,5228.145558089018,5454.072713466361
408,2764.398733019829,2068.52476158645
409,1032.7919073402882,299.9299314459786
410,604.1549793817103,630.7092789206654
411,953.4132699221373,876.82558946684
412,1590.1297743618488,1802.4638743642718
413,349.63387340307236,366.9914215132594
414,1073.4168030284345,1353.7415381958708
415,257.6688742619008,346.26049849390984
416,433.24680976197124,807.6804426847957
417,129357.28048992157,176409.7553322604
418,1408.26104580611,605.7811615187675
419,1691.28802575171,2445.1019327854738
420,3257.823174059391,3786.3738965680823
421,611.4651787355542,288.07820597384125
422,502.9949046969414,259.6584194712341
423,451.1154625080526,502.7090545333922
424,523.7850874233991,28.48025580472313
425,286.91503240168095,96.71072078403085
426,122.7045329529792,210.34978432022035
427,222.3932460322976,309.93488272838295
428,1468.3915329128504,1466.4289990160614
429,5574.052647054195,5690.762889380567
430,705.9337522014976,560.9715385446325
431,748.5425305850804,862.5482818651944
432,1865.397257000208,2183.9409081712365
433,20.946396354585886,11.673072456382215
434,1029.5555283538997,744.6315700863488
435,118.4396167062223,10.056742787361145
436,468.30143926665187,400.7251348141581
437,553.0851000286639,201.38141273334622
438,3342.228673219681,3657.7617657482624
439,443.6460973210633,589.8028307957575
440,1949.3984970152378,1865.3836387936026
441,5648.56073948741,8734.814435164444
442,6408.699833273888,9250.971122543328
443,9718.744080588222,13533.534584606066
444,270.7874138318002,460.46096843574196
445,229.55642763897777,470.5948485089466
446,1290.9366011321545,1629.3881192198023
447,2623.159482333809,2726.871435239911
448,319.2873109318316,428.42341740243137
449,515.1301347352564,633.1005327962339
450,156.58666584268212,236.95355758816004
451,172.709623914212,152.13910234346986
452,356.41344540193677,432.67274639196694
453,4623.88905563578,2491.6429924499243
454,328.35946084186435,288.0957770328969
455,1273.8395519256592,1374.361932689324
456,870.7996782269329,865.7989872787148
457,1733.9599596112967,1964.2744475081563
458,1026.6995941624045,561.5008930712938
459,176.90309820324183,306.59573667123914
460,1521.8503693975508,2076.4351365631446
461,71.48506903275847,241.66772011574358
462,1355.8449758216739,3135.5364775806665
463,182.16100183688104,85.26301661506295
464,485.82249779626727,609.8705222038552
465,312.80836577899754,636.2503121630289
466,88.62328206002712,50.18001972511411
467,752.2421071603894,700.8768170336261
468,63.66428104415536,26.364247241988778
469,768.2184974737465,1207.1749745365232
470,248.98775014281273,95.93165505491197
471,1284.2198619097471,1963.5232704477385
472,350.17874651774764,372.6350305378437
473,158229.40048718452,233389.51575762406
474,5851.9810603782535,7803.969806530513
475,972.5004094615579,674.0703511219472
476,1141.8922229632735,1520.8056681696326
477,579.5775234028697,504.9508474562317
478,1745.0871873646975,1320.8685351377353
479,2774.6400604471564,4033.456746917218
480,340.09910382982343,220.9360172394663
481,767.381638944149,759.1670799851418
482,142.23309796955436,272.0412464234978
483,1219.7574660480022,1137.986639842391
484,664.2326914519072,1136.0551487477496
485,427.0664709471166,835.8356895148754
486,615.4877214357257,457.9501910414547
487,1219.376139640808,1144.023487843573
488,1249.8631470799446,2317.8741119857877
489,2449.137935400009,2936.3376805968583
490,12785.748767226934,21252.73396144621
491,2900.8896961584687,2932.188950836193
492,4544.263873636723,6026.015448927879
493,2548.082600366324,2568.8193506579846
494,1531.5246953219175,1781.626735482365
495,1759.2626768127084,2016.2193847363815
496,4701.925461761653,6128.0939935818315
497,2257.6320322155952,3462.007717870176
498,680.6702258959413,773.3442876022309
499,1102.1930818781257,1766.9392704963684
500,39.65993423759937,39.638667188584805
501,1165.9621171988547,1576.8429662054405
502,245.95806315168738,99.72662571631372
503,2988.4744689762592,4448.968377747573
504,365.06012430693954,288.221712525934
505,936.8801544383168,985.5930257178843
506,517.291266694665,681.9877092838287
507,2021.869653582573,2278.643707432784
508,19395.283388912678,21141.076313139405
509,1290.612493686378,2009.8915441436693
510,88.16991047747433,18.309045583941042
511,333.2757092602551,11.128961872309446
512,420.15424562059343,487.3672263082117
513,509.780785497278,791.1299340482801
514,168.07904772274196,685.5261451601982
515,225.0647627711296,115.04103696811944
516,129.75722899846733,296.3624341376126
517,670.3404089137912,1084.4831094443798
518,296.6097520403564,311.400851059705
519,496.31991693004966,376.94652739726007
520,1286.0165953151882,1831.0402766587213
521,1660.3422691375017,1518.3499922631308
522,186.53066136687994,326.1152118872851
523,1339.793756738305,2197.5925427842885
524,19993.371602877975,23423.074101100676
525,548.6028518490493,574.7639293689281
526,465.4562708772719,572.1545689851046
527,501.9451526850462,838.0569435851648
528,442.67712308466434,713.503273062408
529,998.7689481377602,964.3291134634055
530,599.7914383411407,838.9096332611516
531,556.7747888565063,631.3918206375092
532,396.1946419738233,421.4715758487582
533,205.56880917400122,133.5646069678478
534,1475.5349870994687,1479.4523030351847
535,319.087024429813,430.3807886885479
536,233.43120020627975,96.79222374223173
537,847.614930074662,666.0305733671412
538,152.30372862890363,51.98419865593314
539,470.6161626279354,776.3430988974869
540,1101.4073310866952,986.6612737588584
541,364.24421263858676,302.86460310965776
542,66.82796274870634,215.34193953871727
543,3.904675602912903,29.32013365626335
544,860.1875690370798,997.0148274768144
545,36535.86424583197,47095.50739133824
546,444.5120166093111,806.0919644348323
547,1308.3225243128836,2398.9810737837106
548,3554.341393161565,4822.79374680575
549,2036.880073569715,3251.58549364144
550,1408.7035627774894,1667.9495938774198
551,855.8271133638918,773.382672325708
552,373.02928706258535,915.1651077885181
553,2746.767413120717,2336.6727326582186
554,512.3819061536342,1003.2529659201391
555,1007.5263845175505,1141.3159871832468
556,204.1118159275502,260.55638907290995
557,760.4656913280487,1345.0430216416717
558,2665.7490211948752,5112.933761416469
559,79202.47729229927,189286.49884417653
560,51060.78241413832,65220.607313181274
561,961.1056590676308,568.6061859745532
562,850.5826705694199,719.4439895227551
563,4466.607547998428,5492.337214066647
564,3107.703407034278,3055.735951729119
565,455.7787279486656,727.0577689148486
566,2330.2338072508574,3472.934747955762
567,883.0559873208404,567.9426732268184
568,2605.1878550052643,2420.2244094042107
569,2015.1352393329144,730.0552575122565
570,986.0430289879441,1027.889360244386
571,1979.46052332595,2788.9335592761636
572,920.8829151690006,634.4699123697355
573,1467.1553312912583,968.6511509437114
574,2371.7895709723234,2241.4589281491935
575,2614.304815836251,3139.703719195444
576,6120.839497271925,4476.146655378398
577,66.33812848478556,51.36319296061993
578,1104.9034191882238,1381.7563414960168
579,1681.2637987658381,1021.1142566464841
580,2389.5354518666863,2209.259849442169
581,493.71345937624574,542.0431573260576
582,1894.880030989647,1863.4805733039975
583,1877.8602578863502,1839.4524968191981
584,1536.5539039596915,1257.486393166706
585,369.8440307546407,84.2865747474134
586,119.58133186213672,288.4998062439263
587,98.58293974585831,141.05807055719197
588,608.5726840123534,749.4629485430196
589,124.41051408834755,201.278193898499
590,106.42327577993274,99.63693458400667
591,82.52860027179122,68.02775793336332
592,1600.503193989396,1454.8351867925376
593,2202.243658259511,3022.443568442948
594,173.7936571892351,302.0302408859134
595,415.55883468687534,380.47148701921105
596,82.65219427645206,72.60875000059605
597,314.43333353847265,243.87370753102005
598,210.88989873975515,75.54299799539149
599,3355.3637080825865,3719.244398858398
600,430.09880938753486,636.9255610564724
601,5372.696766167879,5148.485652692616
602,31321.453318208456,34435.74923765473
603,363.32546589151025,385.96322869695723
604,699.5373754352331,583.3618468614295
605,2322.831116825342,2126.760236375034
606,531.3355696164072,532.2584754573181
607,805.5886086635292,921.6583811147138
608,720.7241512089968,995.3736857343465
609,422.5603906791657,440.18597524240613
610,156.0354068428278,163.30841516703367
611,3137.446699604392,2737.2329904865474
612,699.9677882492542,140.52538106963038
613,128.76106740161777,49.263919776305556
614,1498.190927375108,501.6407162733376
615,2678.618674427271,5674.452683806419
616,4174.293923519552,8324.167129774578
617,2188.8136001750827,4374.5138398222625
618,2170.2313870824873,2850.928033371456
619,1359.0499456226826,1392.7885766746476
620,3910.9702471867204,5103.71326292539
621,639.3029072061181,592.794927790761
622,572.4037394076586,724.5419170120731
623,2858.0199091285467,849.7266152962111
624,736.0958729833364,1081.8751554405317
625,644.6201670840383,819.3384440355003
626,583.2723378352821,1083.595906086266
627,233.15330171957612,358.77231934433803
628,538.7444380670786,242.06142338877544
629,863.4417886584997,1624.5980825247243
630,454.67207131534815,500.99858136475086
631,321.9740757215768,360.63986481679603
632,1134.7150408178568,1074.1766426889226
633,759.104290522635,507.57870442280546
634,144.10583330132067,163.47568013798445
635,324.4619378633797,166.63004260044545
636,337.82447696849704,143.21171207167208
637,2637.8108996748924,1198.3736058995128
638,27300.930011332035,40690.79901160486
639,2551.5913209840655,2263.4870051154867
640,380.59029155783355,336.018196108751
641,770.6073897518218,991.3006634004414
642,530.5603678971529,578.004076003097
643,2223.091661334038,2440.4789632223547
644,7234.147321254015,12899.152671799995
645,745.8167187049985,1491.8164515532553
646,3837.7407789230347,6733.457155296579
647,3599.430726081133,5975.362292218953
648,3158.5898819565773,2281.4552805498242
649,6331.2196821421385,8217.72657252103
650,3625.477938428521,3242.432056289166
651,4849.081912100315,7484.562425899319
652,25903.53122508526,36284.93124871282
653,2125.603479579091,2625.9692349042743
654,5113.772365868092,9157.016171254218
655,3325.192228257656,10475.235151875764
656,1616.3909883499146,1691.6993537354283
657,4277.706779122353,5481.550846496597
658,11027.738319516182,18188.50073274877
659,403.6904492806643,988.4879831764847
660,465.1354084536433,1491.3552696816623
661,1735.1158109735698,3770.8641819879413
662,594.1283409297466,351.5260933339596
663,423.0420056283474,405.0512878773734
664,238.72657700814307,334.21881072735414
665,8608.106956750154,8076.5298935775645
666,4005.7542034983635,3135.9436870589852
667,443.0884576663375,624.9328896701336
668,154.4076124485582,147.29347977228463
669,556.1930925101042,710.0263891965151
670,606.0936204846948,1260.952187275514
671,1810.5126772075891,3075.754982572049
672,189.90975506603718,295.04919441230595
673,147.4024824630469,273.21087648533285
674,342.39430239237845,398.9168510325253
675,760.42460558936,817.4031877955422
676,4471.622972652316,8675.556509767659
677,434.900162525475,1572.4572748811916
678,1060.6475514024496,1560.2867610007524
679,244.5426581185311,354.3587191104889
680,3932.600457146764,4929.762934435159
681,2258.7213572859764,2974.1855930685997
682,1121.8860762640834,1093.6415956486017
683,1326.5339966714382,1377.4192120637745
684,166.74468095600605,90.92194020142779
685,1731.2131265327334,1529.7843462899327
686,38.52114779688418,42.43595142662525
687,723.6762502714992,1463.5189260728657
688,180.66486162506044,100.76900769770145
689,1829.3556666076183,3662.266890214756
690,14746.36690145731,19023.22116216924
691,967.6774594783783,1000.7082272265106
692,2521.7513842880726,3512.537768341601
693,910.188561629504,1118.813282938674
694,1318.8623362891376,1904.163748897612
695,1849.5490243434906,2678.809885953553
696,359.455687597394,203.66135211475194
697,239.43107092753053,261.6560853794217
698,447.0248632058501,911.015090353787
699,751.7761779427528,670.2900359649211
700,2517.875607483089,3439.377229362726
701,6944.469488069415,8238.167695739307
702,1343.5742342211306,1480.4373763138428
703,26658.888029515743,27562.438130795024
704,7306.347851932049,8508.063552250154
705,131398.02734375,161550.07722588768
706,1441.8794847764075,1371.9164986955002
707,1237.1486886255443,1578.6655884694774
708,1060.7791438736022,1215.540329709882
709,1455.6718349903822,1345.2176437648013
710,286.05822898074985,268.9663593429141
711,65185.618444383144,81338.32230110047
712,13715.708009719849,9082.723617685027
713,457.44376347213984,206.85904152691364
714,357.91737120971084,386.48631340265274
715,3176.095465954393,5623.392400204204
716,2139.281434983015,2439.635154310614
717,193.65491346642375,236.72228229232132
718,3934.267837405205,6186.030525391921
719,334.07544622942805,234.4917668858543
720,496.3890630751848,245.9580302350223
721,501.98507763817906,802.6233215751126
722,1264.1506637856364,1494.3492424692959
723,3935.7463369965553,4330.281199955381
724,2877.4452986121178,4467.835607782472
725,319.6891309209168,818.6361582856625
726,2618.4601604938507,2878.0259479479864
727,2190.770545169711,2530.8482999214903
728,263.3676079697907,604.5843770476058
729,2502.320275865495,1529.0224921368062
730,2443.9632570147514,2295.9826925732195
731,673.0205995924771,1150.297543125227
732,389.6130047813058,116.38862867467105
733,237.8226236999035,271.95317935571074
734,285.3338160254061,607.2862926702946
735,1220.3858896307647,1738.9388894462027
736,72205.26868343353,88839.3038263109
737,384.9798885509372,564.7139759073034
738,61.152917477767915,165.8172515835613
739,271.4354399330914,403.2813188517466
740,1370.9271992016584,2220.9118241220713
741,759.1036618202925,787.8303053015843
742,8965.83633440733,11881.376309436746
743,1759.576897189021,2011.41724627465
744,1620.250731319189,1584.4991198070347
745,473.57531268522143,230.79036558768712
746,3277.2097616046667,4398.248502427246
747,3694.721387207508,5554.51944199577
748,2403.1142793297768,2686.70124993613
749,6540.349244788289,7424.588283565827
750,11930.756588891149,16892.74664244149
751,1162.7244766615331,1468.5287366406992
752,1117.4721963778138,793.5256081265397
753,969.256707623601,267.14547061081976
754,1427.5668855682015,886.766358579509
755,942.3577341884375,652.0023041460663
756,744.6126893907785,705.4730778709054
